y/m/d,high(Åé),low(Åé),max_precipitation_10min(mm),daylight_hours(hours)
08/11/1985,24.5,14.2,0,8.8
09/11/1985,21.5,14.6,0,6.6
10/11/1985,20,15.4,0,3.1
11/11/1985,18.9,12.5,0.5,5.5
12/11/1985,20.9,11.2,0,9.3
13/11/1985,17.6,8.3,0,8.7
14/11/1985,16.1,7.3,0,9.4
15/11/1985,15.7,7.6,0,9
16/11/1985,13.7,7,0,2
17/11/1985,17.3,6.7,0,5.5
18/11/1985,16.7,7.4,0,8.3
19/11/1985,15.2,6.5,0,8.7
20/11/1985,12.6,7.5,0,1.8
21/11/1985,16.5,6.5,0,8.5
22/11/1985,17,8.6,0,4
23/11/1985,23.2,11.9,0,8
24/11/1985,16.2,7.3,2,0
25/11/1985,13.5,5.6,0.5,8.4
26/11/1985,13.6,4.2,0,8.8
27/11/1985,13.8,5.3,0,8.4
28/11/1985,17.4,5.8,0.5,1.4
29/11/1985,13.8,4.4,0.5,4.2
30/11/1985,10.8,3.6,0.5,3.7
01/12/1985,14.5,4.2,0,8.9
02/12/1985,16.6,4.6,0,8.5
03/12/1985,14.7,5.4,0,8.1
04/12/1985,17.6,5.7,0,6.2
05/12/1985,16,7.9,0,8.1
06/12/1985,15.2,7.8,0.5,0
07/12/1985,9.6,7.3,1,0
08/12/1985,10.8,7.3,0.5,0
09/12/1985,13.3,3.7,0,5.6
10/12/1985,8.4,2,0,8.4
11/12/1985,8.7,2.3,0,5
12/12/1985,9.4,1.8,0,7.9
13/12/1985,10.9,1.7,0,7.7
14/12/1985,14.4,3.2,0,7.6
15/12/1985,8.5,2.3,0,8.3
16/12/1985,6.9,1.3,0,8.6
17/12/1985,7.7,-0.4,0,7.5
18/12/1985,9,-0.5,0,8.9
19/12/1985,11,0.3,0,8.3
20/12/1985,9.7,3.1,0,8.5
21/12/1985,9.6,2.8,0,8.6
22/12/1985,5,1.5,0.5,0
23/12/1985,10.2,2.7,0,3.2
24/12/1985,8.6,3.4,0.5,8.9
25/12/1985,8.2,2,0,5.4
26/12/1985,11.2,2.3,0,7.8
27/12/1985,12.6,3.7,0,7.8
28/12/1985,9.9,3.8,0,7.9
29/12/1985,11.5,1.4,0,7.9
30/12/1985,18.8,3.1,0,6.9
31/12/1985,16,8,0,6.4
01/01/1986,9.3,6.5,0,0
02/01/1986,9.9,3.5,0,5.3
03/01/1986,6.4,0.4,0,0.3
04/01/1986,6.5,2.1,2,3.1
05/01/1986,7.1,1.5,0,5.7
06/01/1986,7.7,-0.4,0,8.7
07/01/1986,8.1,-0.6,0,5.9
08/01/1986,11.3,0.1,0,7.3
09/01/1986,8.6,1.2,0,8.9
10/01/1986,8.8,-0.2,0,8.2
11/01/1986,6.7,-1.3,0,8.5
12/01/1986,8,-0.8,0,8.9
13/01/1986,7.7,0.1,0,5.6
14/01/1986,8.1,1.5,0,8.9
15/01/1986,11.2,2.5,0,7.8
16/01/1986,5.9,2.5,0.5,0
17/01/1986,11.8,2.3,0,7.2
18/01/1986,11.8,2.9,0,6.7
19/01/1986,8.6,2.1,0,8.7
20/01/1986,6.9,1.8,0,0
21/01/1986,7.9,3,0,1.5
22/01/1986,7,0.3,0.5,6.7
23/01/1986,7.1,-1.2,0,9
24/01/1986,6.5,-0.4,0,4.8
25/01/1986,6.8,-0.8,0,8.3
26/01/1986,6.7,-0.2,0,6.8
27/01/1986,7.5,-0.8,0,8.5
28/01/1986,8.5,0.5,0,8.5
29/01/1986,7.8,-0.3,0,5.4
30/01/1986,7.4,0.7,0,3.7
31/01/1986,10.5,1.5,0,6.8
01/02/1986,5.8,1.6,0,2.7
02/02/1986,9.2,2,0,6.6
03/02/1986,14.5,0.1,0,9
04/02/1986,6.9,0.7,0,7.1
05/02/1986,8,-0.2,0,8.8
06/02/1986,6.8,0.1,0,5.9
07/02/1986,6.5,0.3,0,7.2
08/02/1986,3.6,-0.4,0.5,2.7
09/02/1986,7.5,-1.6,0,8
10/02/1986,7.4,0.1,0,9.4
11/02/1986,2.9,0,0,0
12/02/1986,9.5,0.9,0,9.4
13/02/1986,9.8,1.2,0,8.6
14/02/1986,12.8,3.6,0,3.3
15/02/1986,8.1,4,0.5,0
16/02/1986,4.7,0.4,0,10.1
17/02/1986,9,-1.4,0,7.8
18/02/1986,3,0,0.5,0
19/02/1986,5.4,-0.2,0.5,4.3
20/02/1986,7.3,-0.1,0,7.2
21/02/1986,8.4,1.8,0,8.5
22/02/1986,8,1.8,0,8
23/02/1986,10.9,2.9,0,8.9
24/02/1986,8.1,2.3,0,4.8
25/02/1986,7.2,-0.4,0,9.8
26/02/1986,9.1,0.9,0,9.7
27/02/1986,10.3,1.8,0,7
28/02/1986,9.5,0.5,0,6.8
01/03/1986,10.8,2.5,0,6.3
02/03/1986,9.5,2.7,0,7
03/03/1986,11.6,1,0,7.9
04/03/1986,7,0,0,4.6
05/03/1986,9.9,1.6,0.5,3.6
06/03/1986,9.4,2.1,0,7
07/03/1986,11.7,3.4,0,7.2
08/03/1986,13.6,4.9,0,9.7
09/03/1986,18.1,5.3,0,9.9
10/03/1986,16.7,9.1,0,1.5
11/03/1986,13.4,3.9,1,0
12/03/1986,11.3,4.2,0,0.6
13/03/1986,14.5,3.4,0,9.7
14/03/1986,8.6,1.4,0.5,0
15/03/1986,6.6,1,1,0
16/03/1986,16.4,5.2,0,8
17/03/1986,12.1,5,0,10.4
18/03/1986,11.7,3.5,0,7
19/03/1986,9.4,5.7,3,0
20/03/1986,14.1,7,0.5,7.5
21/03/1986,13.2,5.1,0,10.3
22/03/1986,7.9,3.7,0.5,0
23/03/1986,4.8,0.7,2,0
24/03/1986,10.2,4.5,0,8.9
25/03/1986,11.5,3.8,0,10.9
26/03/1986,12.4,4.4,0,10.9
27/03/1986,16.9,4.5,0,9.5
28/03/1986,12.8,3.8,0.5,0
29/03/1986,10.5,3.7,0.5,0
30/03/1986,12.3,5.7,0.5,0.3
31/03/1986,15.8,8.1,0.5,2.8
01/04/1986,13.1,7,0,5.1
02/04/1986,16.3,8.3,0,10
03/04/1986,13.2,6.7,0,3
04/04/1986,16.1,9,1,0
05/04/1986,20.8,10.2,0,8.9
06/04/1986,18.2,6.4,0,9.3
07/04/1986,11.9,6,0,11.8
08/04/1986,15.8,4.6,0,10.3
09/04/1986,21.9,9.7,0,10.2
10/04/1986,19.8,13.7,0.5,4.5
11/04/1986,16.4,9.1,1,0
12/04/1986,14.2,6.5,0,10.8
13/04/1986,17.1,7.4,0,11.4
14/04/1986,20.9,9,0,11
15/04/1986,14.2,9.9,1,0
16/04/1986,17.6,8.7,0.5,8.5
17/04/1986,15.5,7.4,0,1.8
18/04/1986,17.5,10.3,0,1.1
19/04/1986,15.3,12.7,1,0
20/04/1986,17,12,0.5,0.1
21/04/1986,19.8,12.9,0.5,1.5
22/04/1986,17,13.9,1.5,0
23/04/1986,23,13.7,1.5,6.9
24/04/1986,19.8,13.9,0,6.4
25/04/1986,21.1,13.6,0,8.7
26/04/1986,22.5,13.8,0,8.4
27/04/1986,22.9,13.3,0,5.7
28/04/1986,21.1,10,1.5,0
29/04/1986,18.6,10.1,0,7.6
30/04/1986,20.8,11.2,0,12.2
01/05/1986,21,13.1,0,12.1
02/05/1986,19.7,16.2,0.5,0
03/05/1986,18.7,14,0.5,0
04/05/1986,17.8,13.8,0.5,3.8
05/05/1986,19.6,13,1,4.3
06/05/1986,18.5,14.2,2.5,1.2
07/05/1986,25.5,14.3,0.5,10.6
08/05/1986,25.5,14.7,0,11.8
09/05/1986,23.9,17.9,0,11.5
10/05/1986,21.6,13.7,0,6.4
11/05/1986,19.1,12.8,0,0.8
12/05/1986,17.8,14.2,0,2.3
13/05/1986,21.4,13,0,11.8
14/05/1986,20.8,13.9,3.5,1.3
15/05/1986,22.5,14.1,2.5,3
16/05/1986,23.1,13.3,0,5.7
17/05/1986,23.1,12.9,0,12.6
18/05/1986,23.1,14.5,0,8.7
19/05/1986,24.1,18.4,0,4.1
20/05/1986,20.8,15.3,2,0
21/05/1986,17.6,11.5,2,0
22/05/1986,18.7,11.2,0,6.1
23/05/1986,22,12.3,0,10.4
24/05/1986,23.2,13.4,0,9.2
25/05/1986,25.2,16.6,0,8.1
26/05/1986,20.8,14.9,0,8.8
27/05/1986,23.1,13.3,0,13.1
28/05/1986,22.9,14.7,0,12.2
29/05/1986,22.7,17.1,1,4.2
30/05/1986,18.9,17.1,1.5,0
31/05/1986,26.9,17.3,1.5,10.1
01/06/1986,26.6,19.3,0,8.5
02/06/1986,27.5,19.7,0,8.4
03/06/1986,24.3,20.1,0,0
04/06/1986,23.6,15.3,0,10.4
05/06/1986,21.8,14.2,0,8.3
06/06/1986,16.7,13.8,0.5,0
07/06/1986,20.2,15.5,1.5,0
08/06/1986,24.6,15.7,0.5,7
09/06/1986,26.6,17,0,11
10/06/1986,24.4,18.3,0,8.9
11/06/1986,26,16.8,0,12.7
12/06/1986,26.1,16.3,0,13
13/06/1986,26.6,17.1,0,12.6
14/06/1986,25,18.6,0,10.7
15/06/1986,26,20,0,11.6
16/06/1986,25.8,21,0,4.2
17/06/1986,23.8,20.7,0.5,0
18/06/1986,25.3,21.8,1,0.2
19/06/1986,27.7,20.6,0,7.9
20/06/1986,27.1,19.8,0,5.3
21/06/1986,20.3,17.7,0.5,0
22/06/1986,24.7,17.7,0,3.9
23/06/1986,24.1,20.5,0,0
24/06/1986,23.9,19.7,0,0
25/06/1986,24.9,20.9,1,0
26/06/1986,31.5,21.4,16,7.4
27/06/1986,25,20.6,0,6
28/06/1986,23,18.6,0.5,0.1
29/06/1986,18.8,15.6,2.5,0
30/06/1986,19,16,4,0
01/07/1986,26.4,18.4,2.5,6.7
02/07/1986,19,17,2.5,0
03/07/1986,21.4,16.7,0.5,0
04/07/1986,23,17.6,0.5,0
05/07/1986,25.3,20.1,0.5,0.5
06/07/1986,28.5,20.4,0.5,1.1
07/07/1986,22.7,20,0.5,0
08/07/1986,26.7,19.7,0,5.1
09/07/1986,27.7,21.9,0,1.1
10/07/1986,26.2,22.2,0.5,0
11/07/1986,25.4,21.1,0.5,0
12/07/1986,29.1,20.5,0,2.2
13/07/1986,26.8,23.1,0.5,1.4
14/07/1986,28.9,20.9,0,8.5
15/07/1986,27.4,22.5,2,0
16/07/1986,26.5,21.2,0.5,0
17/07/1986,23.9,21.2,0.5,0
18/07/1986,32.6,21.1,1,6
19/07/1986,32.7,22,0,9.6
20/07/1986,22.2,19.2,0,0
21/07/1986,23,18.2,0,0
22/07/1986,22.4,19,1,0
23/07/1986,28.9,20.1,18,4.9
24/07/1986,28.4,23.1,0,8.2
25/07/1986,27,21.4,0,0
26/07/1986,29.6,22.5,0,3.7
27/07/1986,30.8,24.2,0,7.2
28/07/1986,32,24.8,0,9.6
29/07/1986,33.4,25.1,0,10.6
30/07/1986,32.5,25.4,0,11
31/07/1986,32.6,25.5,0,11.7
01/08/1986,33,25.4,0,10.9
02/08/1986,29.2,23.6,6,5.9
03/08/1986,29.3,23,0,4.6
04/08/1986,24,19.6,9,0
05/08/1986,34.6,20.4,7,11.7
06/08/1986,32.4,25.5,0,10.6
07/08/1986,31.6,24.9,0,4
08/08/1986,28.9,23.4,1.5,0
09/08/1986,30.4,23.6,0,4
10/08/1986,31.9,24.8,0,9.5
11/08/1986,32.1,25.2,0,11.5
12/08/1986,30.2,25.3,0,6.5
13/08/1986,30.4,25.5,0,7.7
14/08/1986,31,26,0,9.7
15/08/1986,29.5,26,0,4.7
16/08/1986,31.9,25.4,0,7.6
17/08/1986,30.9,25.1,0,2.5
18/08/1986,27.9,24.3,0,0.1
19/08/1986,25.1,23.1,1,0
20/08/1986,29.4,24.2,0,5
21/08/1986,32.1,25.3,0,6.3
22/08/1986,29.6,23.1,0,3.1
23/08/1986,25.6,22.2,0,0
24/08/1986,28.6,21.1,0,10
25/08/1986,30.5,22,0,11.7
26/08/1986,31.4,23.3,0,7
27/08/1986,32.7,25.2,0,9.6
28/08/1986,31.9,25.1,0,12.1
29/08/1986,32,24.5,0,7.4
30/08/1986,31.6,26.8,0,6.3
31/08/1986,31.2,25.2,0,9.8
01/09/1986,31.4,24.1,0,4.7
02/09/1986,26.9,23.3,13.5,0
03/09/1986,28.9,25.9,1.5,1.6
04/09/1986,34.5,25.2,0,11.4
05/09/1986,30.7,25.3,0,7
06/09/1986,28.8,21.4,6,2.5
07/09/1986,28.8,21.3,0,6.8
08/09/1986,28.8,23.5,4,1
09/09/1986,27,22,0,0.3
10/09/1986,27.9,22.2,0.5,0.6
11/09/1986,31.2,22.2,0.5,9.1
12/09/1986,25.6,21.2,2.5,0
13/09/1986,28.1,21.3,3.5,1.8
14/09/1986,23.6,19.6,1,0.6
15/09/1986,23.2,20.2,0.5,0
16/09/1986,21.3,19.3,1,0
17/09/1986,21.4,19.9,1.5,0
18/09/1986,28.2,20.8,0.5,4.7
19/09/1986,26.4,22.8,0,1.2
20/09/1986,24.1,18.9,1,0
21/09/1986,25.2,18.4,0.5,0.1
22/09/1986,30.9,23.6,0,8.4
23/09/1986,26.7,20.9,0,6.2
24/09/1986,27,20.7,0,7.3
25/09/1986,25.7,18.5,0,5.5
26/09/1986,25.6,18,0,9.8
27/09/1986,23.8,17.9,0,5.2
28/09/1986,26,15.8,0,8.5
29/09/1986,21.4,18.1,0.5,0.1
30/09/1986,26,17.8,0,9.5
01/10/1986,22,17.9,1.5,0
02/10/1986,26.4,17.6,1,4.2
03/10/1986,26.6,20.1,0,5.4
04/10/1986,23.5,18.2,0,7
05/10/1986,23.5,18,0,5.9
06/10/1986,24.5,17.1,0,5.5
07/10/1986,21.1,16.5,2,0
08/10/1986,18,14.1,2,1.1
09/10/1986,24.4,13.5,0,8.9
10/10/1986,21.8,16.3,0,3.3
11/10/1986,18.5,16.2,1,0
12/10/1986,19.6,14.4,0,1.6
13/10/1986,22.2,13.8,0,7.5
14/10/1986,21.8,13.9,0,7.5
15/10/1986,23.9,14.9,0,9.1
16/10/1986,23.2,15.5,0,8.7
17/10/1986,21.3,11.9,0,8.2
18/10/1986,17,10.2,0,9.1
19/10/1986,17.5,9.4,0,7.7
20/10/1986,17.3,8,0,10.2
21/10/1986,19.6,8.7,0,9.9
22/10/1986,22.2,12.7,0.5,3.2
23/10/1986,17.7,11.6,0,9.4
24/10/1986,16.4,9.7,0,2.4
25/10/1986,19.2,10.7,0,5.1
26/10/1986,19.9,10.8,0,3.5
27/10/1986,17,14.2,0.5,0.3
28/10/1986,18.4,13.3,0,0
29/10/1986,16.6,12.9,0,0
30/10/1986,18.7,11.4,0.5,1.5
31/10/1986,15.9,9.5,0,9.7
01/11/1986,15.1,8.4,1.5,2.8
02/11/1986,20.8,11.5,0,6.5
03/11/1986,20.3,13.1,1,6.4
04/11/1986,21.7,14.5,0.5,3.2
05/11/1986,16,12.1,0,0.1
06/11/1986,17.6,10.2,0,9.2
07/11/1986,17.3,10.4,0,2.9
08/11/1986,19.5,10,0,6.4
09/11/1986,13.5,10.1,1.5,0
10/11/1986,19.7,10.8,1,6.6
11/11/1986,15.7,9.6,0,8.8
12/11/1986,15.2,8.6,0,8.5
13/11/1986,15,9.8,0,0
14/11/1986,19.3,10.1,0,4.9
15/11/1986,16.6,12.1,0,0
16/11/1986,14.7,9.3,0,4.4
17/11/1986,10.3,7.1,0,0
18/11/1986,15.7,5.8,0,8.8
19/11/1986,13.8,8.9,0,2.8
20/11/1986,15,6.5,0,6.1
21/11/1986,15.5,8.4,0,8.3
22/11/1986,18.3,7.5,0,8.1
23/11/1986,14.9,9,0,8.7
24/11/1986,11.3,8.1,0,0
25/11/1986,16.3,8.8,1.5,2.6
26/11/1986,13.7,7,0,0.8
27/11/1986,10.2,5,0,1
28/11/1986,9.5,5.6,0,0
29/11/1986,14.2,6.1,0.5,3.8
30/11/1986,10,5.9,0,4.3
01/12/1986,16.3,2.6,0,8
02/12/1986,12.1,7.2,0,7.4
03/12/1986,7.8,4.1,0.5,0
04/12/1986,12.9,7,0,0.2
05/12/1986,13.9,7.4,0,8.5
06/12/1986,14.3,6.1,0,8.4
07/12/1986,17.2,6.5,0,6.8
08/12/1986,13.1,6.7,0,8.6
09/12/1986,14.5,4.6,0,8.5
10/12/1986,17.8,4.1,0,8.4
11/12/1986,16.8,9.2,0,8.7
12/12/1986,13.6,6.7,0,3.8
13/12/1986,14.8,6.9,0,4.4
14/12/1986,12,9,0.5,0
15/12/1986,9.5,5.9,2.5,0
16/12/1986,11.7,5.4,0,8.8
17/12/1986,12.9,6.5,0,8.7
18/12/1986,6.8,4,0.5,0
19/12/1986,17.7,4.5,7.5,3
20/12/1986,10.8,4.5,0,8.6
21/12/1986,8.3,4,0,2.8
22/12/1986,9.1,4,0,8.5
23/12/1986,9.1,2.2,0,6.1
24/12/1986,15.1,2.4,0,7.9
25/12/1986,9.7,6.5,0,0
26/12/1986,12.1,6.2,0,4
27/12/1986,9,2.3,1,0.6
28/12/1986,4,1,1,0
29/12/1986,8.3,2.7,0,8.6
30/12/1986,12.1,0.5,0,8.1
31/12/1986,16.4,2.5,0,6.4
01/01/1987,9.5,4,0,9.3
02/01/1987,4.7,1.1,0.5,0
03/01/1987,9.3,1.3,1,0.8
04/01/1987,11.9,3.2,0,8.9
05/01/1987,4.7,0.5,0.5,0
06/01/1987,6.7,0.4,0.5,5.7
07/01/1987,8.7,2.7,0,2.5
08/01/1987,15.1,2.5,0,7.6
09/01/1987,15.4,3.1,0,8.9
10/01/1987,8.3,1.5,0,4.4
11/01/1987,5.4,0.3,0,7.5
12/01/1987,4.2,0.2,2,0.9
13/01/1987,9.7,0.5,0,6.8
14/01/1987,7.9,2.2,0,9.5
15/01/1987,12.1,0.1,0,9.4
16/01/1987,10.8,3.6,0,2
17/01/1987,18,4.6,0,7.4
18/01/1987,10.6,4.5,0,9.2
19/01/1987,9.3,1.7,0,6.4
20/01/1987,5.9,0.1,0,8.1
21/01/1987,6.5,-0.1,0,6.8
22/01/1987,9.2,0.4,0,8.7
23/01/1987,16.2,2.7,0.5,0
24/01/1987,16,6,2,0
25/01/1987,7.5,1.4,0,1.6
26/01/1987,8.2,-0.4,0,8.9
27/01/1987,10.1,-0.2,0,8.8
28/01/1987,12,2.6,0,9.4
29/01/1987,12.8,3.4,0,9.3
30/01/1987,16.1,3.7,0,8.3
31/01/1987,7.7,2.8,0,4.3
01/02/1987,7.3,2.1,0,8.7
02/02/1987,3.4,-0.7,1,0
03/02/1987,4.8,0.7,0.5,2.3
04/02/1987,7,2.9,0,6.4
05/02/1987,12.6,2.8,0,9.9
06/02/1987,12.6,3.1,0,8.2
07/02/1987,12.9,6.4,0,5.6
08/02/1987,14.7,5.8,0,9.7
09/02/1987,13.4,4.1,0,7.7
10/02/1987,17.9,5.1,0,9.3
11/02/1987,20.8,6.9,0,9.6
12/02/1987,23,6.6,1,6.2
13/02/1987,7,5.3,0,0
14/02/1987,17.2,4.1,0,9.6
15/02/1987,8.2,4.2,0,0.6
16/02/1987,11.8,1.8,0,10.1
17/02/1987,6.6,1.8,0.5,0
18/02/1987,3.4,1,0.5,0
19/02/1987,7.9,2.3,0,8.4
20/02/1987,7.2,2.4,0,4.2
21/02/1987,7.5,0.5,0,5
22/02/1987,5.8,2.7,0.5,0
23/02/1987,11.6,2.7,0.5,5.2
24/02/1987,13.2,4.1,0,5.8
25/02/1987,14,2.7,0,5.9
26/02/1987,7.8,0.3,0,5.3
27/02/1987,8.7,-0.3,0,6.6
28/02/1987,10,1.3,0,8.9
01/03/1987,9.8,0.6,0,4.5
02/03/1987,8.7,0.6,0,6.9
03/03/1987,11.4,0,0,10.4
04/03/1987,15.8,2.7,0,6.9
05/03/1987,19.9,6.9,0,9.5
06/03/1987,19.1,6.4,0,9.8
07/03/1987,7,0.7,1,2.2
08/03/1987,9.5,0.6,0.5,9.6
09/03/1987,11.7,4.4,0,3.3
10/03/1987,9.6,2.1,0,9.1
11/03/1987,7.6,1.5,1,1.1
12/03/1987,12.2,2.2,0,10.3
13/03/1987,9.5,7.2,1,0
14/03/1987,17.6,7.4,0.5,0.9
15/03/1987,11.7,6.4,0,0.6
16/03/1987,13.6,4.2,0.5,10
17/03/1987,8.5,4.4,0.5,0
18/03/1987,15.4,4.4,0,10.2
19/03/1987,12.7,7.9,0.5,0
20/03/1987,18.6,8.6,1.5,5.4
21/03/1987,12.7,8.6,0,0
22/03/1987,13.9,9.1,0,0
23/03/1987,13.9,9.4,0.5,0
24/03/1987,19.6,11.8,2,1.6
25/03/1987,20.5,6.1,0,10.8
26/03/1987,10.4,4.7,0,2.2
27/03/1987,13,4.2,0,11.4
28/03/1987,11.6,6.4,0,1.5
29/03/1987,12.3,8.8,0,0
30/03/1987,17,6.8,0,6.9
31/03/1987,14.7,4.3,0,4
01/04/1987,9.9,2.2,0,1.8
02/04/1987,10.3,6.3,0.5,0
03/04/1987,11.3,7.7,0,0.1
04/04/1987,18.2,7.2,0,10.8
05/04/1987,20.6,9.7,0,11.7
06/04/1987,20.4,11.3,0,6.7
07/04/1987,15.1,11.3,1.5,0
08/04/1987,24.9,10.5,0,10
09/04/1987,18.7,10.1,0,1.6
10/04/1987,17.9,15.1,1,0
11/04/1987,19.6,8.5,0,1.1
12/04/1987,9,6.5,0,0.1
13/04/1987,11.8,5,0,4.9
14/04/1987,10.2,4.4,0,3.5
15/04/1987,16.5,7.8,0,9.2
16/04/1987,17.8,7.8,0,11.9
17/04/1987,18.2,8.7,0,6.3
18/04/1987,21.4,11.2,0,10.3
19/04/1987,23.5,12.8,0,10
20/04/1987,23.7,15.1,0,11.1
21/04/1987,24.6,14.4,0,9.2
22/04/1987,26.6,17.4,0,7.7
23/04/1987,22,15.1,0,8.8
24/04/1987,22.1,13.5,0,11.7
25/04/1987,20.1,12.3,0,8.3
26/04/1987,15,10,1.5,0
27/04/1987,15.8,8.4,0.5,9.4
28/04/1987,20.4,10.5,0,9.6
29/04/1987,22.5,14.3,0,11.4
30/04/1987,24,13.7,0,12.2
01/05/1987,20.5,16.2,0.5,0.9
02/05/1987,22.5,14.4,0.5,0.6
03/05/1987,22.5,14.4,0,2.4
04/05/1987,17.5,10.9,0,7.7
05/05/1987,18.9,10.2,0,8.6
06/05/1987,21.6,12.6,0,12.3
07/05/1987,24,14.7,0,11.3
08/05/1987,23.7,14.4,0,10.9
09/05/1987,26.4,15.7,0,12.3
10/05/1987,26.7,15.4,0,11.2
11/05/1987,24.2,17.1,0,5.6
12/05/1987,25.6,18.6,0,6.4
13/05/1987,24.7,17.8,0,1.1
14/05/1987,17.8,10.5,1,0
15/05/1987,19.3,9.2,2,1.2
16/05/1987,22.7,14.2,0,6.6
17/05/1987,19.8,17.3,1.5,0
18/05/1987,23.5,17.6,0,3.2
19/05/1987,23,17,0,1.2
20/05/1987,25.9,16.9,0,10.1
21/05/1987,27.9,19,0,12.5
22/05/1987,24,20,0.5,2.6
23/05/1987,23.7,20.5,2,0
24/05/1987,22.8,12.9,0,1.5
25/05/1987,23.9,13.7,0,8.1
26/05/1987,26.1,16.1,0,3.3
27/05/1987,21.2,15.5,0,1.1
28/05/1987,21.4,14.6,0,4.2
29/05/1987,22.7,13.2,0,9.6
30/05/1987,24.3,17.9,0,3.8
31/05/1987,27.4,17.5,0,12.3
01/06/1987,28.5,18.6,0,12.9
02/06/1987,25.3,20.2,0,6.9
03/06/1987,23.9,21.4,0,0.9
04/06/1987,29.1,21.5,0,9.6
05/06/1987,32.3,21.6,0,11.8
06/06/1987,32.3,23.3,0,11.9
07/06/1987,31.3,22.4,0,12.6
08/06/1987,30.9,24,0,12.3
09/06/1987,29.8,18.6,2,5.8
10/06/1987,20,16.5,1,0
11/06/1987,25.2,16.4,0,11.6
12/06/1987,24.7,15.9,0,11.5
13/06/1987,23.9,18.1,0,1.9
14/06/1987,23.8,19.1,0,1.1
15/06/1987,19.7,17.4,1,0
16/06/1987,26.5,17.2,0,9.4
17/06/1987,28.8,18.5,0,13.2
18/06/1987,29.2,20.2,0,11.5
19/06/1987,26.9,21.2,0,4.7
20/06/1987,22.7,17.1,2,0
21/06/1987,22.7,16.3,0,0.5
22/06/1987,24.8,16.4,0,11.7
23/06/1987,26,17.9,0,13.1
24/06/1987,28.1,19.4,0,11.3
25/06/1987,24.5,19.6,0,0.3
26/06/1987,24,19.3,0,1
27/06/1987,22.6,16.9,0.5,0.5
28/06/1987,20.5,15.8,0,2.5
29/06/1987,20,15.3,1.5,0
30/06/1987,23.6,16.5,0.5,2.8
01/07/1987,23.1,19.7,1,0
02/07/1987,28.7,20.8,1,4.3
03/07/1987,24.2,22.3,1.5,0
04/07/1987,30.8,21.5,0,10.2
05/07/1987,24.4,19.3,3,4
06/07/1987,25.9,19.1,0,1.3
07/07/1987,32,21,0,10.5
08/07/1987,29.3,23.2,0,6.4
09/07/1987,29.1,24.1,0,0.8
10/07/1987,30.7,24.1,0,5.3
11/07/1987,30.9,23.9,0,5.2
12/07/1987,27.3,25.4,0.5,0
13/07/1987,30.3,25.5,0,6.7
14/07/1987,32.1,25.7,0.5,5
15/07/1987,34.4,25.9,0,7.3
16/07/1987,32.7,26.5,0,13
17/07/1987,33.2,26,0,12
18/07/1987,27,24.4,1,1
19/07/1987,25.1,22.1,2,0
20/07/1987,24.6,21.1,1,0
21/07/1987,27.3,21.8,0,1.3
22/07/1987,33.4,24.3,0,6.5
23/07/1987,35.9,27,0,12.3
24/07/1987,37.3,27.7,0,13
25/07/1987,34.5,26.2,12,8.3
26/07/1987,32.8,25.8,0,6.6
27/07/1987,34.3,26,0,6.4
28/07/1987,32.7,28,0,4.4
29/07/1987,35.6,27.3,0,10.9
30/07/1987,34.3,27,0,9.8
31/07/1987,34.1,24.6,14,5.1
01/08/1987,29.1,21,1,4
02/08/1987,24.2,20.8,0,0
03/08/1987,26,20.5,0,0
04/08/1987,28.1,22.1,0,3.6
05/08/1987,31.1,25.4,0,6.6
06/08/1987,29.6,25.6,0.5,0.5
07/08/1987,29.3,22.4,0.5,1
08/08/1987,32.1,23.1,5,4.5
09/08/1987,33.2,26.9,0,13
10/08/1987,32.7,26.1,0,8.9
11/08/1987,30.1,25.8,1,1.8
12/08/1987,32.1,24.5,1,7.1
13/08/1987,32.2,26.1,0,5
14/08/1987,30.9,24.6,0.5,4.9
15/08/1987,32.6,24.8,0,8.2
16/08/1987,31.6,24.9,0,7.6
17/08/1987,33.3,25.3,0,7.8
18/08/1987,30.8,23,2.5,2.6
19/08/1987,28.6,22.9,3,1.6
20/08/1987,32.5,24.6,0,11
21/08/1987,33.4,26,0,9.8
22/08/1987,31.5,24.6,7.5,1.4
23/08/1987,26,23.5,1,0
24/08/1987,30.4,23.7,2.5,2.9
25/08/1987,28.9,24.5,0.5,0.6
26/08/1987,33.1,25.2,0.5,6.4
27/08/1987,32.8,24.4,0,8.7
28/08/1987,28.8,23.1,0,0.3
29/08/1987,34,24.7,0,10.9
30/08/1987,33.5,26,0,10.4
31/08/1987,32.6,27.3,0,8.1
01/09/1987,34.8,26.7,0,11.1
02/09/1987,29.2,24.1,0,5.1
03/09/1987,24.2,20.1,0.5,0
04/09/1987,21.3,18.3,8,0
05/09/1987,27.4,20.8,1,1.5
06/09/1987,30.3,22.5,0,5.4
07/09/1987,30.8,24,4,6.1
08/09/1987,31.1,25.2,0,7.7
09/09/1987,31,25.1,2,3
10/09/1987,32.8,25.5,0.5,5.7
11/09/1987,25.5,22.5,9.5,0
12/09/1987,25.7,21.1,0,3
13/09/1987,24.6,20,0,0.5
14/09/1987,27.9,19.8,0,9.5
15/09/1987,29.2,21.1,0,7.7
16/09/1987,24.9,20.2,1,0
17/09/1987,25.2,19.6,1.5,0.8
18/09/1987,27,18.6,2,9.2
19/09/1987,23.2,18.2,2,2
20/09/1987,23.8,19.7,0,0.4
